station_id,complex_id,gtfs_stop_id,division,line,station_name,borough_name,daytime_routes,structure,north_direction_label,south_direction_label,station_lat,station_lon
165,165,A30,IND,8th Av - Fulton St,23 St,Manhattan,C E,Subway,Uptown - Queens,Downtown & Brooklyn,40.745906,-73.998041
166,618,A31,IND,8th Av - Fulton St,14 St,Manhattan,A C E,Subway,Uptown - Queens,Downtown & Brooklyn,40.740893,-74.00169
167,167,D20,IND,6th Av - Culver,W 4 St,Manhattan,B D F M,Subway,Uptown - Queens,Downtown & Brooklyn,40.732338,-74.000495
167,167,A32,IND,8th Av - Fulton St,W 4 St,Manhattan,A C E,Subway,Uptown - Queens,Downtown & Brooklyn,40.732338,-74.000495
168,168,A33,IND,8th Av - Fulton St,Spring St,Manhattan,C E,Subway,Uptown - Queens,Downtown & Brooklyn,40.726227,-74.003739
169,169,A34,IND,8th Av - Fulton St,Canal St,Manhattan,A C E,Subway,Uptown - Queens,Downtown & Brooklyn,40.720824,-74.005229
170,624,A36,IND,8th Av - Fulton St,Chambers St,Manhattan,A C,Subway,Uptown,Downtown & Brooklyn,40.714111,-74.008585
171,624,E01,IND,8th Av - Fulton St,World Trade Center,Manhattan,E,Subway,Uptown & Queens,,40.712582,-74.009781
172,628,A38,IND,8th Av - Fulton St,Fulton St,Manhattan,A C,Subway,Uptown,Brooklyn,40.710197,-74.007691
173,173,A40,IND,8th Av - Fulton St,High St,Brooklyn,A C,Subway,Manhattan,Euclid - Lefferts - Rockaways,40.699337,-73.990531
174,636,A41,IND,8th Av - Fulton St,Jay St - MetroTech,Brooklyn,A C F,Subway,Manhattan,Euclid - Lefferts - Rockaways - Coney Island,40.692338,-73.987342
175,175,A42,IND,8th Av - Fulton St,Hoyt - Schermerhorn Sts,Brooklyn,A C G,Subway,Manhattan - Church Av,Euclid Av & Queens - Court Sq,40.688484,-73.985001
176,176,A43,IND,8th Av - Fulton St,Lafayette Av,Brooklyn,C,Subway,Manhattan,Euclid Av,40.686113,-73.973946
177,177,A44,IND,8th Av - Fulton St,Clinton - Washington Avs,Brooklyn,C,Subway,Manhattan,Euclid Av,40.683263,-73.965838
178,627,A45,IND,8th Av - Fulton St,Franklin Av,Brooklyn,C,Subway,Manhattan,Euclid Av,40.68138,-73.956848
179,179,A46,IND,8th Av - Fulton St,Nostrand Av,Brooklyn,A C,Subway,Manhattan,Euclid - Lefferts - Rockaways,40.680438,-73.950426
180,180,A47,IND,8th Av - Fulton St,Kingston - Throop Avs,Brooklyn,C,Subway,Manhattan,Euclid Av,40.679921,-73.940858
181,181,A48,IND,8th Av - Fulton St,Utica Av,Brooklyn,A C,Subway,Manhattan,Euclid - Lefferts - Rockaways,40.679364,-73.930729
182,182,A49,IND,8th Av - Fulton St,Ralph Av,Brooklyn,C,Subway,Manhattan,Euclid Av,40.678822,-73.920786
183,183,A50,IND,8th Av - Fulton St,Rockaway Av,Brooklyn,C,Subway,Manhattan,Euclid Av,40.67834,-73.911946
184,621,A51,IND,8th Av - Fulton St,Broadway Jct,Brooklyn,A C,Subway,Manhattan,Euclid - Lefferts - Rockaways,40.678334,-73.905316
185,185,A52,IND,8th Av - Fulton St,Liberty Av,Brooklyn,C,Subway,Manhattan,Euclid Av,40.674542,-73.896548
186,186,A53,IND,8th Av - Fulton St,Van Siclen Av,Brooklyn,C,Subway,Manhattan,Euclid Av,40.67271,-73.890358
187,187,A54,IND,8th Av - Fulton St,Shepherd Av,Brooklyn,C,Subway,Manhattan,Euclid Av,40.67413,-73.88075
188,188,A55,IND,8th Av - Fulton St,Euclid Av,Brooklyn,A C,Subway,Manhattan,Lefferts - Rockaways,40.675377,-73.872106
189,189,A57,IND,Liberty Av,Grant Av,Brooklyn,A,Subway,Manhattan,Lefferts - Rockaways,40.677044,-73.86505
190,190,A59,IND,Liberty Av,80 St,Queens,A,Elevated,Manhattan,Lefferts - Rockaways,40.679371,-73.858992
191,191,A60,IND,Liberty Av,88 St,Queens,A,Elevated,Manhattan,Lefferts - Rockaways,40.679843,-73.85147
192,192,A61,IND,Liberty Av,Rockaway Blvd,Queens,A,Elevated,Manhattan,Lefferts - Rockaways,40.680429,-73.843853
193,193,A63,IND,Liberty Av,104 St,Queens,A,Elevated,Manhattan,Lefferts Blvd,40.681711,-73.837683
194,194,A64,IND,Liberty Av,111 St,Queens,A,Elevated,Manhattan,Lefferts Blvd,40.684331,-73.832163
195,195,A65,IND,Liberty Av,Ozone Park - Lefferts Blvd,Queens,A,Elevated,Manhattan,,40.685951,-73.825798
196,196,H01,IND,Rockaway,Aqueduct Racetrack,Queens,A,At Grade,Manhattan,Rockaways,40.672097,-73.835919
197,197,H02,IND,Rockaway,Aqueduct - N Conduit Av,Queens,A,At Grade,Manhattan,Rockaways,40.668234,-73.834058
198,198,H03,IND,Rockaway,Howard Beach - JFK Airport,Queens,A,At Grade,Manhattan,Rockaways,40.660476,-73.830301
199,199,H04,IND,Rockaway,Broad Channel,Queens,A S,At Grade,Manhattan,Rockaways,40.608382,-73.815925
200,200,H12,IND,Rockaway,Beach 90 St,Queens,A S,Viaduct,Manhattan,Rockaway Park,40.588034,-73.813641
201,201,H13,IND,Rockaway,Beach 98 St,Queens,A S,Viaduct,Manhattan,Rockaway Park,40.585307,-73.820558
202,202,H14,IND,Rockaway,Beach 105 St,Queens,A S,Viaduct,Manhattan,Rockaway Park,40.583209,-73.827559
203,203,H15,IND,Rockaway,Rockaway Park - Beach 116 St,Queens,A S,At Grade,Manhattan,,40.580903,-73.835592
204,204,H06,IND,Rockaway,Beach 67 St,Queens,A,Viaduct,Manhattan,Far Rockaway,40.590927,-73.796924
205,205,H07,IND,Rockaway,Beach 60 St,Queens,A,Viaduct,Manhattan,Far Rockaway,40.592374,-73.788522
206,206,H08,IND,Rockaway,Beach 44 St,Queens,A,Viaduct,Manhattan,Far Rockaway,40.592943,-73.776013
207,207,H09,IND,Rockaway,Beach 36 St,Queens,A,Viaduct,Manhattan,Far Rockaway,40.595398,-73.768175
208,208,H10,IND,Rockaway,Beach 25 St,Queens,A,Viaduct,Manhattan,Far Rockaway,40.600066,-73.761353
209,209,H11,IND,Rockaway,Far Rockaway - Mott Av,Queens,A,Viaduct,Manhattan,,40.603995,-73.755405
210,210,D01,IND,Concourse,Norwood - 205 St,Bronx,D,Subway,,Manhattan,40.874811,-73.878855
211,211,D03,IND,Concourse,Bedford Park Blvd,Bronx,B D,Subway,Norwood - 205 St,Manhattan,40.873244,-73.887138
212,212,D04,IND,Concourse,Kingsbridge Rd,Bronx,B D,Subway,Bedford Pk Blvd & 205 St,Manhattan,40.866978,-73.893509
213,213,D05,IND,Concourse,Fordham Rd,Bronx,B D,Subway,Bedford Pk Blvd & 205 St,Manhattan,40.861296,-73.897749
214,214,D06,IND,Concourse,182-183 Sts,Bronx,B D,Subway,Bedford Pk Blvd & 205 St,Manhattan,40.856093,-73.900741
215,215,D07,IND,Concourse,Tremont Av,Bronx,B D,Subway,Bedford Pk Blvd & 205 St,Manhattan,40.85041,-73.905227
216,216,D08,IND,Concourse,174-175 Sts,Bronx,B D,Subway,Bedford Pk Blvd & 205 St,Manhattan,40.8459,-73.910136
217,217,D09,IND,Concourse,170 St,Bronx,B D,Subway,Bedford Pk Blvd & 205 St,Manhattan,40.839306,-73.9134
218,218,D10,IND,Concourse,167 St,Bronx,B D,Subway,Bedford Pk Blvd & 205 St,Manhattan,40.833771,-73.91844
219,604,D11,IND,Concourse,161 St - Yankee Stadium,Bronx,B D,Subway,Bedford Pk Blvd & 205 St,Manhattan,40.827905,-73.925651
220,220,D12,IND,Concourse,155 St,Manhattan,B D,Subway,The Bronx,Downtown & Brooklyn,40.830135,-73.938209
221,221,B04,IND,63rd St,21 St - Queensbridge,Queens,F,Subway,Jamaica,Manhattan,40.754203,-73.942836
222,222,B06,IND,63rd St,Roosevelt Island,Manhattan,F,Subway,Queens,Manhattan,40.759145,-73.95326
223,223,B08,IND,63rd St,Lexington Av/63 St,Manhattan,F Q,Subway,Uptown - Queens,Downtown & Brooklyn,40.764629,-73.966113
224,224,B10,IND,6th Av - Culver,57 St,Manhattan,F,Subway,Uptown & Queens,Downtown & Brooklyn,40.763972,-73.97745
225,225,D15,IND,6th Av - Culver,47-50 Sts - Rockefeller Ctr,Manhattan,B D F M,Subway,Uptown & The Bronx - Queens,Downtown & Brooklyn,40.758663,-73.981329
226,609,D16,IND,6th Av - Culver,42 St - Bryant Pk,Manhattan,B D F M,Subway,Uptown & The Bronx - Queens,Downtown & Brooklyn,40.754222,-73.984569
227,607,D17,IND,6th Av - Culver,34 St - Herald Sq,Manhattan,B D F M,Subway,Uptown & The Bronx - Queens,Downtown & Brooklyn,40.749719,-73.987823
228,228,D18,IND,6th Av - Culver,23 St,Manhattan,F M,Subway,Uptown & Queens,Downtown & Brooklyn,40.742878,-73.992821
229,601,D19,IND,6th Av - Culver,14 St,Manhattan,F M,Subway,Uptown & Queens,Downtown & Brooklyn,40.738228,-73.996209
230,619,D21,IND,6th Av - Culver,Broadway-Lafayette St,Manhattan,B D F M,Subway,Uptown & The Bronx - Queens,Downtown & Brooklyn,40.725297,-73.996204
231,231,D22,IND,6th Av - Culver,Grand St,Manhattan,B D,Subway,Uptown & The Bronx,Brooklyn,40.718267,-73.993753
232,232,F14,IND,6th Av - Culver,2 Av,Manhattan,F,Subway,Uptown & Queens,Downtown & Brooklyn,40.723402,-73.989938
233,625,F15,IND,6th Av - Culver,Delancey St,Manhattan,F,Subway,Uptown & Queens,Downtown & Brooklyn,40.718611,-73.988114
234,234,F16,IND,6th Av - Culver,East Broadway,Manhattan,F,Subway,Uptown & Queens,Brooklyn,40.713715,-73.990173
235,235,F18,IND,6th Av - Culver,York St,Brooklyn,F,Subway,Manhattan,Coney Island,40.701397,-73.986751
236,236,F20,IND,6th Av - Culver,Bergen St,Brooklyn,F G,Subway,Manhattan - Queens,Church Av - Coney Island,40.686145,-73.990862
237,237,F21,IND,6th Av - Culver,Carroll St,Brooklyn,F G,Subway,Manhattan - Queens,Church Av - Coney Island,40.680303,-73.995048
238,238,F22,IND,6th Av - Culver,Smith - 9 Sts,Brooklyn,F G,Viaduct,Manhattan - Queens,Church Av - Coney Island,40.67358,-73.995959
239,608,F23,IND,6th Av - Culver,4 Av,Brooklyn,F G,Viaduct,Manhattan - Queens,Church Av - Coney Island,40.670272,-73.989779
240,240,F24,IND,6th Av - Culver,7 Av,Brooklyn,F G,Subway,Manhattan - Queens,Church Av - Coney Island,40.666271,-73.980305
241,241,F25,IND,6th Av - Culver,15 St - Prospect Park,Brooklyn,F G,Subway,Manhattan - Queens,Church Av - Coney Island,40.660365,-73.979493
242,242,F26,IND,6th Av - Culver,Fort Hamilton Pkwy,Brooklyn,F G,Subway,Manhattan - Queens,Church Av - Coney Island,40.650782,-73.975776
243,243,F27,IND,6th Av - Culver,Church Av,Brooklyn,F,Subway,Manhattan,Coney Island,40.644041,-73.979678
244,244,F29,IND,6th Av - Culver,Ditmas Av,Brooklyn,F,Elevated,Manhattan,Coney Island,40.636119,-73.978172
245,245,F30,IND,6th Av - Culver,18 Av,Brooklyn,F,Elevated,Manhattan,Coney Island,40.629755,-73.976971
246,246,F31,IND,6th Av - Culver,Avenue I,Brooklyn,F,Elevated,Manhattan,Coney Island,40.625322,-73.976127
247,247,F32,IND,6th Av - Culver,Bay Pkwy,Brooklyn,F,Elevated,Manhattan,Coney Island,40.620769,-73.975264
248,248,F33,IND,6th Av - Culver,Avenue N,Brooklyn,F,Elevated,Manhattan,Coney Island,40.61514,-73.974197
249,249,F34,IND,6th Av - Culver,Avenue P,Brooklyn,F,Elevated,Manhattan,Coney Island,40.608944,-73.973022
250,250,F35,IND,6th Av - Culver,Kings Hwy,Brooklyn,F,Elevated,Manhattan,Coney Island,40.603217,-73.972361
251,251,F36,IND,6th Av - Culver,Avenue U,Brooklyn,F,Elevated,Manhattan,Coney Island,40.596063,-73.973357
252,252,F38,IND,6th Av - Culver,Avenue X,Brooklyn,F,Elevated,Manhattan,Coney Island,40.58962,-73.97425
253,253,F39,IND,6th Av - Culver,Neptune Av,Brooklyn,F,Elevated,Manhattan,Stillwell Av,40.581011,-73.974574
254,254,F01,IND,Queens Blvd,Jamaica - 179 St,Queens,F,Subway,,Manhattan,40.712646,-73.783817
255,255,F02,IND,Queens Blvd,169 St,Queens,F,Subway,179 St,Manhattan,40.71047,-73.793604
256,256,F03,IND,Queens Blvd,Parsons Blvd,Queens,F,Subway,179 St,Manhattan,40.707564,-73.803326
257,257,F04,IND,Queens Blvd,Sutphin Blvd,Queens,F,Subway,179 St,Manhattan,40.70546,-73.810708
258,258,F05,IND,Queens Blvd,Briarwood - Van Wyck Blvd,Queens,E F,Subway,Jamaica,Manhattan,40.709179,-73.820574
259,259,F06,IND,Queens Blvd,Kew Gardens - Union Tpke,Queens,E F,Subway,Jamaica,Manhattan,40.714441,-73.831008
260,260,F07,IND,Queens Blvd,75 Av,Queens,E F,Subway,Jamaica,Manhattan,40.718331,-73.837324
261,261,G08,IND,Queens Blvd,Forest Hills - 71 Av,Queens,E F M R,Subway,Jamaica,Manhattan,40.721691,-73.844521
262,262,G09,IND,Queens Blvd,67 Av,Queens,M R,Subway,Forest Hills,Manhattan,40.726523,-73.852719
263,263,G10,IND,Queens Blvd,63 Dr - Rego Park,Queens,M R,Subway,Forest Hills,Manhattan,40.729846,-73.861604
264,264,G11,IND,Queens Blvd,Woodhaven Blvd,Queens,M R,Subway,Forest Hills,Manhattan,40.733106,-73.869229
265,265,G12,IND,Queens Blvd,Grand Av - Newtown,Queens,M R,Subway,Forest Hills,Manhattan,40.737015,-73.877223
266,266,G13,IND,Queens Blvd,Elmhurst Av,Queens,M R,Subway,Forest Hills,Manhattan,40.742454,-73.882017
267,616,G14,IND,Queens Blvd,Jackson Hts - Roosevelt Av,Queens,E F M R,Subway,Forest Hills - Jamaica,Manhattan,40.746644,-73.891338
268,268,G15,IND,Queens Blvd,65 St,Queens,M R,Subway,Forest Hills,Manhattan,40.749669,-73.898453
269,269,G16,IND,Queens Blvd,Northern Blvd,Queens,M R,Subway,Forest Hills,Manhattan,40.752885,-73.906006
270,270,G18,IND,Queens Blvd,46 St,Queens,M R,Subway,Forest Hills,Manhattan,40.756312,-73.913333
271,271,G19,IND,Queens Blvd,Steinway St,Queens,M R,Subway,Forest Hills,Manhattan,40.756879,-73.92074
272,272,G20,IND,Queens Blvd,36 St,Queens,M R,Subway,Forest Hills,Manhattan,40.752039,-73.928781
273,273,G21,IND,Queens Blvd,Queens Plaza,Queens,E M R,Subway,Forest Hills - Jamaica,Manhattan,40.748973,-73.937243
274,606,F09,IND,Queens Blvd,Court Sq,Queens,E M,Subway,Forest Hills - Jamaica,Manhattan,40.747846,-73.946
275,612,F11,IND,Queens Blvd,Lexington Av/53 St,Manhattan,E M,Subway,Queens,Downtown & Brooklyn,40.757552,-73.969055
276,276,F12,IND,Queens Blvd,5 Av/53 St,Manhattan,E M,Subway,Queens,Downtown & Brooklyn,40.760167,-73.975224
277,277,D14,IND,Queens Blvd,7 Av,Manhattan,B D E,Subway,Uptown & The Bronx - Queens,Downtown & Brooklyn,40.762862,-73.981637
278,278,G05,IND,Queens - Archer,Jamaica Center - Parsons/Archer,Queens,E J Z,Subway,,Manhattan,40.702147,-73.801109
279,279,G06,IND,Queens - Archer,Sutphin Blvd - Archer Av - JFK Airport,Queens,E J Z,Subway,Jamaica Center,Manhattan,40.700486,-73.807969
280,280,G07,IND,Queens - Archer,Jamaica - Van Wyck,Queens,E,Subway,Jamaica Center,Manhattan,40.702566,-73.816859
281,606,G22,IND,Crosstown,Court Sq,Queens,G,Subway,,Brooklyn,40.746554,-73.943832
282,282,G24,IND,Crosstown,21 St,Queens,G,Subway,Court Sq,Brooklyn,40.744065,-73.949724
283,283,G26,IND,Crosstown,Greenpoint Av,Brooklyn,G,Subway,Queens,Church Av,40.731352,-73.954449
284,284,G28,IND,Crosstown,Nassau Av,Brooklyn,G,Subway,Queens,Church Av,40.724635,-73.951277
285,629,G29,IND,Crosstown,Metropolitan Av,Brooklyn,G,Subway,Queens,Church Av,40.712792,-73.951418
286,286,G30,IND,Crosstown,Broadway,Brooklyn,G,Subway,Queens,Church Av,40.706092,-73.950308
287,287,G31,IND,Crosstown,Flushing Av,Brooklyn,G,Subway,Queens,Church Av,40.700377,-73.950234
288,288,G32,IND,Crosstown,Myrtle - Willoughby Avs,Brooklyn,G,Subway,Queens,Church Av,40.694568,-73.949046
289,289,G33,IND,Crosstown,Bedford - Nostrand Avs,Brooklyn,G,Subway,Queens,Church Av,40.689627,-73.953522
290,290,G34,IND,Crosstown,Classon Av,Brooklyn,G,Subway,Queens,Church Av,40.688873,-73.96007
291,291,G35,IND,Crosstown,Clinton - Washington Avs,Brooklyn,G,Subway,Queens,Church Av,40.688089,-73.966839
292,292,G36,IND,Crosstown,Fulton St,Brooklyn,G,Subway,Queens,Church Av,40.687119,-73.975375
293,293,101,IRT,Broadway - 7Av,Van Cortlandt Park - 242 St,Bronx,1,Elevated,,Manhattan,40.889248,-73.898583
294,294,103,IRT,Broadway - 7Av,238 St,Bronx,1,Elevated,242 St,Manhattan,40.884667,-73.90087
295,295,104,IRT,Broadway - 7Av,231 St,Bronx,1,Elevated,242 St,Manhattan,40.878856,-73.904834
296,296,106,IRT,Broadway - 7Av,Marble Hill - 225 St,Manhattan,1,Elevated,242 St,Downtown,40.874561,-73.909831
297,297,107,IRT,Broadway - 7Av,215 St,Manhattan,1,Elevated,The Bronx,Downtown,40.869444,-73.915279
298,298,108,IRT,Broadway - 7Av,207 St,Manhattan,1,Elevated,Uptown & The Bronx,Downtown,40.864621,-73.918822
299,299,109,IRT,Broadway - 7Av,Dyckman St,Manhattan,1,Elevated,Uptown & The Bronx,Downtown,40.860531,-73.925536
300,300,110,IRT,Broadway - 7Av,191 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.855225,-73.929412
301,301,111,IRT,Broadway - 7Av,181 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.849505,-73.933596
302,605,112,IRT,Broadway - 7Av,168 St - Washington Hts,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.840556,-73.940133
303,303,113,IRT,Broadway - 7Av,157 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.834041,-73.94489
304,304,114,IRT,Broadway - 7Av,145 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.826551,-73.95036
305,305,115,IRT,Broadway - 7Av,137 St - City College,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.822008,-73.953676
306,306,116,IRT,Broadway - 7Av,125 St,Manhattan,1,Elevated,Uptown & The Bronx,Downtown,40.815581,-73.958372
307,307,117,IRT,Broadway - 7Av,116 St - Columbia University,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.807722,-73.96411
308,308,118,IRT,Broadway - 7Av,Cathedral Pkwy,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.803967,-73.966847
309,309,119,IRT,Broadway - 7Av,103 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.799446,-73.968379
310,310,120,IRT,Broadway - 7Av,96 St,Manhattan,1 2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.793919,-73.972323
311,311,121,IRT,Broadway - 7Av,86 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.788644,-73.976218
312,312,122,IRT,Broadway - 7Av,79 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.783934,-73.979917
313,313,123,IRT,Broadway - 7Av,72 St,Manhattan,1 2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.778453,-73.98197
314,314,124,IRT,Broadway - 7Av,66 St - Lincoln Center,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.77344,-73.982209
315,614,125,IRT,Broadway - 7Av,59 St - Columbus Circle,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.768247,-73.981929
316,316,126,IRT,Broadway - 7Av,50 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.761728,-73.983849
317,611,127,IRT,Broadway - 7Av,Times Sq - 42 St,Manhattan,1 2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.75529,-73.987495
318,318,128,IRT,Broadway - 7Av,34 St - Penn Station,Manhattan,1 2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.750373,-73.991057
319,319,129,IRT,Broadway - 7Av,28 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.747215,-73.993365
320,320,130,IRT,Broadway - 7Av,23 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.744081,-73.995657
321,321,131,IRT,Broadway - 7Av,18 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.74104,-73.997871
322,601,132,IRT,Broadway - 7Av,14 St,Manhattan,1 2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.737826,-74.000201
323,323,133,IRT,Broadway - 7Av,Christopher St - Sheridan Sq,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.733422,-74.002906
324,324,134,IRT,Broadway - 7Av,Houston St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.728251,-74.005367
325,325,135,IRT,Broadway - 7Av,Canal St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.722854,-74.006277
326,326,136,IRT,Broadway - 7Av,Franklin St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.719318,-74.006886
